index,Metal,Title,Headline,Ref Link,Location,Date,Time,Date-Time
21,Nickel,PEOPLE MOVES,Gerald copper trader Markus Hazell joins Hartree Partners,https://metalbulletin.com/Article/3913524/Nickel/PEOPLE-MOVES-Gerald-copper-trader-Markus-Hazell-joins-Hartree-Partners.html,London,2020-01-10,17:40,2020-10-01 17:40:00
22,Nickel,SHFE STOCKS REPORT 10/01,Mixed movements in stocks,https://metalbulletin.com/Article/3913083/Nickel/SHFE-STOCKS-REPORT-1001-Mixed-movements-in-stocks.html,Shanghai,2020-01-10,11:05,2020-10-01 11:05:00
23,Nickel,LIVE FUTURES REPORT 10/01,Stock volatility fails to bolster LME Al; tin leads gains in low-vol trade,https://metalbulletin.com/Article/3913079/Nickel/LIVE-FUTURES-REPORT-1001-Stock-volatility-fails-to-bolster-LME-Al-tin-leads-gains-in-low-vol-trade.html,London,2020-01-10,10:42,2020-10-01 10:42:00
24,Nickel,LIVE FUTURES REPORT 10/01,SHFE base metals prices consolidate as focus turns to US jobs report,https://metalbulletin.com/Article/3913048/Nickel/LIVE-FUTURES-REPORT-1001-SHFE-base-metals-prices-consolidate-as-focus-turns-to-US-jobs-report.html,Shanghai,2020-01-10,04:50,2020-10-01 04:50:00
25,Nickel,LIVE FUTURES REPORT 09/01,"Stock inflow tempers LME zinc under $2,400/t; Al consolidates",https://metalbulletin.com/Article/3913018/Nickel/LIVE-FUTURES-REPORT-0901-Stock-inflow-tempers-LME-zinc-under-2400t-Al-consolidates.html,London,2020-01-09,18:10,2020-09-01 18:10:00
26,Nickel,LIVE FUTURES REPORT 09/01,"LME aluminium price holds below $1,800/t despite 120kt fresh cancelation; nickel rallies above $14k/t",https://metalbulletin.com/Article/3912875/Nickel/LIVE-FUTURES-REPORT-0901-LME-aluminium-price-holds-below-1800t-despite-120kt-fresh-cancelation-nickel.html,London,2020-01-09,10:32,2020-09-01 10:32:00
27,Nickel,LIVE FUTURES REPORT 09/01,SHFE base metals prices mixed amid easing US-Iran tensions,https://metalbulletin.com/Article/3912866/Nickel/LIVE-FUTURES-REPORT-0901-SHFE-base-metals-prices-mixed-amid-easing-US-Iran-tensions.html,Shanghai,2020-01-09,05:08,2020-09-01 05:08:00
28,Nickel,IN CASE YOU MISSED IT,5 key stories from January 8,https://metalbulletin.com/Article/3912858/Nickel/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-8.html,New York,2020-01-09,00:05,2020-09-01 00:05:00
29,Nickel,BASE METALS WARRANT REPORT 08/01,BASE METALS WARRANT REPORT 08/01,https://metalbulletin.com/Article/3912758/Nickel/BASE-METALS-WARRANT-REPORT-0801.html,London,2020-01-08,20:40,2020-08-01 20:40:00
30,Nickel,LIVE FUTURES REPORT 08/01,"LME zinc surpasses $2,400/t in rally; turnover hits 4-mth high",https://metalbulletin.com/Article/3912835/Nickel/LIVE-FUTURES-REPORT-0801-LME-zinc-surpasses-2400t-in-rally-turnover-hits-4-mth-high.html,London,2020-01-08,18:00,2020-08-01 18:00:00
31,Nickel,GLOBAL NICKEL WRAP,US briquette premium edges higher; other markets quiet to start the year,https://metalbulletin.com/Article/3912825/Nickel/GLOBAL-NICKEL-WRAP-US-briquette-premium-edges-higher-other-markets-quiet-to-start-the-year.html,"New York, London, Shanghai",2020-01-08,17:26,2020-08-01 17:26:00
32,Nickel,"Brazil's Atlantic Nickel to reach full capacity by Q2, ceo says","Brazil's Atlantic Nickel to reach full capacity by Q2, ceo says",https://metalbulletin.com/Article/3912730/Nickel/Brazils-Atlantic-Nickel-to-reach-full-capacity-by-Q2-ceo-says.html,São Paulo,2020-01-08,15:46,2020-08-01 15:46:00
33,Nickel,LIVE FUTURES REPORT 08/01,Fresh 4.6kt inflow tempers LME nickel price; Al dips despite outflows,https://metalbulletin.com/Article/3912658/Nickel/LIVE-FUTURES-REPORT-0801-Fresh-46kt-inflow-tempers-LME-nickel-price-Al-dips-despite-outflows.html,London,2020-01-08,10:24,2020-08-01 10:24:00
34,Nickel,LIVE FUTURES REPORT 08/01,SHFE base metals prices hold up well despite flare-up in US-Iran tensions,https://metalbulletin.com/Article/3912654/Nickel/LIVE-FUTURES-REPORT-0801-SHFE-base-metals-prices-hold-up-well-despite-flare-up-in-US-Iran-tensions.html,Shanghai,2020-01-08,07:38,2020-08-01 07:38:00
35,Nickel,WEEKLY BASE METAL PREMIUMS REPORT,07/01,https://metalbulletin.com/Article/3912621/Nickel/WEEKLY-BASE-METAL-PREMIUMS-REPORT-0701.html,"Singapore, New York, Shanghai, London, Sao Paolo",2020-01-07,21:16,2020-07-01 21:16:00
36,Nickel,LIVE FUTURES REPORT 07/01,"LME zinc price gains top complex in thin trading day; Al closes above $1,800/t",https://metalbulletin.com/Article/3912623/Nickel/LIVE-FUTURES-REPORT-0701-LME-zinc-price-gains-top-complex-in-thin-trading-day-Al-closes-above-1800t.html,London,2020-01-07,18:02,2020-07-01 18:02:00
37,Nickel,LIVE FUTURES REPORT 07/01,LME nickel nears $14k/t in steady uptick; zinc holds,https://metalbulletin.com/Article/3912459/Nickel/LIVE-FUTURES-REPORT-0701-LME-nickel-nears-14kt-in-steady-uptick-zinc-holds.html,London,2020-01-07,10:15,2020-07-01 10:15:00
38,Nickel,LIVE FUTURES REPORT 07/01,"SHFE base metals prices broadly up, geopolitical tensions cap gains",https://metalbulletin.com/Article/3912450/Nickel/LIVE-FUTURES-REPORT-0701-SHFE-base-metals-prices-broadly-up-geopolitical-tensions-cap-gains.html,Shanghai,2020-01-07,05:35,2020-07-01 05:35:00
39,Nickel,LIVE FUTURES REPORT 06/01,LME Al price hits 6-mth high despite 30kt rewarranting; C/3M widens,https://metalbulletin.com/Article/3912426/Nickel/LIVE-FUTURES-REPORT-0601-LME-Al-price-hits-6-mth-high-despite-30kt-rewarranting-C3M-widens.html,London,2020-01-06,17:54,2020-06-01 17:54:00
40,Nickel,Atlantic Nickel makes first nickel concentrate sale in Trafigura offtake,Atlantic Nickel makes first nickel concentrate sale in Trafigura offtake,https://metalbulletin.com/Article/3912364/Nickel/Atlantic-Nickel-makes-first-nickel-concentrate-sale-in-Trafigura-offtake.html,London,2020-01-06,16:59,2020-06-01 16:59:00
0,Cobalt,IN CASE YOU MISSED IT, 5 key stories from January 16,https://metalbulletin.com/Article/3914401/Cobalt/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-16.html,New York,2020-01-17,00:05,2020-01-17 00:05:00
1,Cobalt,COBALT HYDROXIDE SNAPSHOT, Tighter spot supply pushes up hydroxide payables ,https://metalbulletin.com/Article/3914205/Cobalt/COBALT-HYDROXIDE-SNAPSHOT-Tighter-spot-supply-pushes-up-hydroxide-payables.html,"London, Shanghai",2020-01-16,17:40,2020-01-16 17:40:00
2,Cobalt,Deziwa’s copper production comes online; cobalt output expected in late Q1,Deziwa’s copper production comes online; cobalt output expected in late Q1,https://metalbulletin.com/Article/3914201/Cobalt/Deziwas-copper-production-comes-online-cobalt-output-expected-in-late-Q1.html,Shanghai,2020-01-16,09:38,2020-01-16 09:38:00
3,Cobalt,CHINA COBALT SNAPSHOT, Sulfate price edges higher as producers hold back from selling,https://metalbulletin.com/Article/3914207/Cobalt/CHINA-COBALT-SNAPSHOT-Sulfate-price-edges-higher-as-producers-hold-back-from-selling.html,Shanghai,2020-01-16,07:20,2020-01-16 07:20:00
4,Cobalt,"Active spot buying, China rally spurs increase in benchmark cobalt prices ","Active spot buying, China rally spurs increase in benchmark cobalt prices ",https://metalbulletin.com/Article/3912897/Cobalt/Active-spot-buying-China-rally-spurs-increase-in-benchmark-cobalt-prices.html,London,2020-01-09,15:36,2020-01-09 15:36:00
5,Cobalt,IN CASE YOU MISSED IT,5 key stories from January 13,https://metalbulletin.com/Article/3913758/Cobalt/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-13.html,New York,2020-01-14,00:05,2020-01-14 00:05:00
6,Cobalt,FOCUS,Chinese cobalt sulfate price underpinned despite near-term EV demand uncertainty,https://metalbulletin.com/Article/3913561/Cobalt/FOCUS-Chinese-cobalt-sulfate-price-underpinned-despite-near-term-EV-demand-uncertainty.html,Shanghai,2020-01-13,10:40,2020-01-13 10:40:00
7,Cobalt,COBALT SNAPSHOT,Metal prices firm again as New Year buying continues,https://metalbulletin.com/Article/3913533/Cobalt/COBALT-SNAPSHOT-Metal-prices-firm-again-as-New-Year-buying-continues.html,London,2020-01-10,19:50,2020-10-01 19:50:00
8,Cobalt,BATTERY RAW MATERIALS MARKET REPORT 10/01,Cobalt prices track higher on strong buying,https://metalbulletin.com/Article/3913519/Cobalt/BATTERY-RAW-MATERIALS-MARKET-REPORT-1001-Cobalt-prices-track-higher-on-strong-buying.html,"Shanghai, Beijing, London",2020-01-10,17:45,2020-10-01 17:45:00
9,Cobalt,FREE WEB SEMINAR,"Cobalt pricing - volatility, spot volumes and increasing frequency",https://metalbulletin.com/Article/3906922/Cobalt/FREE-WEB-SEMINAR-Cobalt-pricing-volatility-spot-volumes-and-increasing-frequency.html,London,2020-01-09,16:04,2020-09-01 16:04:00
10,Cobalt,"Active spot buying, China rally spurs increase in benchmark cobalt prices","Active spot buying, China rally spurs increase in benchmark cobalt prices",https://metalbulletin.com/Article/3912897/Cobalt/Active-spot-buying-China-rally-spurs-increase-in-benchmark-cobalt-prices.html,London,2020-01-09,15:36,2020-09-01 15:36:00
11,Cobalt,COBALT HYDROXIDE SNAPSHOT,"Rising downstream sulfate prices, benchmark metal prices boost spot demand",https://metalbulletin.com/Article/3912865/Cobalt/COBALT-HYDROXIDE-SNAPSHOT-Rising-downstream-sulfate-prices-benchmark-metal-prices-boost-spot-demand.html,"London, Shanghai",2020-01-09,05:44,2020-09-01 05:44:00
12,Cobalt,Trade log January,Cobalt sulfate,https://metalbulletin.com/Article/3912277/Cobalt/Trade-log-January-Cobalt-sulfate.html,Shanghai,2020-01-09,05:12,2020-09-01 05:12:00
13,Cobalt,"Stock market rally, pre-holiday restocking pushes China’s cobalt metal price upward","Stock market rally, pre-holiday restocking pushes China’s cobalt metal price upward",https://metalbulletin.com/Article/3912275/Cobalt/Stock-market-rally-pre-holiday-restocking-pushes-Chinas-cobalt-metal-price-upward.html,Shanghai,2020-01-06,10:37,2020-06-01 10:37:00
14,Cobalt,Trade log January 2020,Cobalt,https://metalbulletin.com/Article/3912201/Cobalt/Trade-log-January-2020-Cobalt.html,London,2020-01-03,16:27,2020-03-01 16:27:00
15,Cobalt,BATTERY RAW MATERIALS MARKET REPORT 03/01,China cobalt market buoyed by pre-Lunar New Year restocking,https://metalbulletin.com/Article/3912133/Cobalt/BATTERY-RAW-MATERIALS-MARKET-REPORT-0301-China-cobalt-market-buoyed-by-pre-Lunar-New-Year-restocking.html,"Shanghai, Beijing, London",2020-01-03,16:19,2020-03-01 16:19:00
16,Cobalt,PRICING NOTICE,"Proposal to discontinue China cobalt sulfate, exw standard-grade adjustment",https://metalbulletin.com/Article/3910947/Cobalt/PRICING-NOTICE-Proposal-to-discontinue-China-cobalt-sulfate-exw-standard-grade-adjustment.html,Shanghai,2020-01-03,10:03,2020-03-01 10:03:00
17,Cobalt,IN CASE YOU MISSED IT,5 key stories from January 2,https://metalbulletin.com/Article/3911915/Cobalt/IN-CASE-YOU-MISSED-IT-5-key-stories-from-January-2.html,New York,2020-01-03,00:05,2020-03-01 00:05:00
18,Cobalt,PEOPLE MOVES,Patricia Nikolopoulos becomes CFO at metals trader Gerald Group,https://metalbulletin.com/Article/3911905/Cobalt/PEOPLE-MOVES-Patricia-Nikolopoulos-becomes-CFO-at-metals-trader-Gerald-Group.html,London,2020-01-02,17:15,2020-02-01 17:15:00
19,Cobalt,New minor metal exchange opens in Ganzhou,New minor metal exchange opens in Ganzhou,https://metalbulletin.com/Article/3911903/Cobalt/New-minor-metal-exchange-opens-in-Ganzhou.html,London,2020-01-02,16:51,2020-02-01 16:51:00
20,Cobalt,FANYA AUCTIONS ROLLING REPORT,Track the results of minor metals sales,https://metalbulletin.com/Article/3899362/Cobalt/FANYA-AUCTIONS-ROLLING-REPORT-Track-the-results-of-minor-metals-sales.html,"London, Shanghai",2020-01-02,12:23,2020-02-01 12:23:00
21,Cobalt,2020 PREVIEW,Shifts in cobalt hydroxide procurement preferences leave door open to Asia spot trading hub,https://metalbulletin.com/Article/3908969/Cobalt/2020-PREVIEW-Shifts-in-cobalt-hydroxide-procurement-preferences-leave-door-open-to-Asia-spot-trading.html,London,2020-01-02,07:55,2020-02-01 07:55:00
22,Cobalt,BATTERY RAW MATERIALS MARKET REPORT 27/12,Cobalt sulfate producers raise offers amid demand uptick,https://metalbulletin.com/Article/3910974/Cobalt/BATTERY-RAW-MATERIALS-MARKET-REPORT-2712-Cobalt-sulfate-producers-raise-offers-amid-demand-uptick.html,Shanghai,2019-12-27,15:48,2019-12-27 15:48:00
23,Cobalt,Trade log December 2019,Cobalt sulfate,https://metalbulletin.com/Article/3909323/Cobalt/Trade-log-December-2019-Cobalt-sulfate.html,Shanghai,2019-12-27,09:03,2019-12-27 09:03:00
24,Cobalt,CHINA COBALT SNAPSHOT,Sulfate prices rebound amid demand uptick,https://metalbulletin.com/Article/3910944/Cobalt/CHINA-COBALT-SNAPSHOT-Sulfate-prices-rebound-amid-demand-uptick.html,Shanghai,2019-12-26,03:12,2019-12-26 03:12:00
25,Cobalt,Katanga to buy land rights from Gécamines,Katanga to buy land rights from Gécamines,https://metalbulletin.com/Article/3910793/Cobalt/Katanga-to-buy-land-rights-from-Gcamines.html,London,2019-12-24,12:30,2019-12-24 12:30:00
26,Cobalt,FASTMARKETS MB DAILY PDF,FASTMARKETS MB DAILY PDF,https://metalbulletin.com/Article/3910608/Cobalt/FASTMARKETS-MB-DAILY-PDF.html,London,2019-12-23,09:05,2019-12-23 09:05:00
27,Cobalt,Trade log December 2019,Cobalt,https://metalbulletin.com/Article/3907438/Cobalt/Trade-log-December-2019-Cobalt.html,London,2019-12-20,17:43,2019-12-20 17:43:00
28,Cobalt,BATTERY RAW MATERIALS MARKET REPORT 20/12,Lithium sellers cut offers to boost year-end sales,https://metalbulletin.com/Article/3910547/Cobalt/BATTERY-RAW-MATERIALS-MARKET-REPORT-2012-Lithium-sellers-cut-offers-to-boost-year-end-sales.html,"Beijing, Shanghai, London",2019-12-20,17:24,2019-12-20 17:24:00
29,Cobalt,Cobalt prices diverge amid fresh alloy-grade metal inquiries,Cobalt prices diverge amid fresh alloy-grade metal inquiries,https://metalbulletin.com/Article/3910049/Cobalt/Cobalt-prices-diverge-amid-fresh-alloy-grade-metal-inquiries.html,London,2019-12-19,11:55,2019-12-19 11:55:00
30,Cobalt,2019 REVIEW,ESG issues no longer niche,https://metalbulletin.com/Article/3906142/Cobalt/2019-REVIEW-ESG-issues-no-longer-niche.html,New York,2019-12-16,13:30,2019-12-16 13:30:00
0,Lithium,Investors turn bullish on lithium companies ahead of China's 2020 NEV policy,Investors turn bullish on lithium companies ahead of China's 2020 NEV policy,https://metalbulletin.com/Article/3914131/Lithium/Investors-turn-bullish-on-lithium-companies-ahead-of-Chinas-2020-NEV-policy.html,London,2020-01-15,15:51,2020-01-15 15:51:00
1,Lithium,China starts 2020 NEV subsidy talks in bid to 'build confidence in industry' ,China starts 2020 NEV subsidy talks in bid to 'build confidence in industry' ,https://metalbulletin.com/Article/3913804/Lithium/China-starts-2020-NEV-subsidy-talks-in-bid-to-build-confidence-in-industry.html,Beijing,2020-01-14,10:23,2020-01-14 10:23:00
2,Lithium,Galaxy Resources misses spodumene sales target,Galaxy Resources misses spodumene sales target,https://metalbulletin.com/Article/3913796/Lithium/Galaxy-Resources-misses-spodumene-sales-target.html,Beijing,2020-01-14,10:06,2020-01-14 10:06:00
3,Lithium,BATTERY RAW MATERIALS MARKET REPORT 10/01,Cobalt prices track higher on strong buying,https://metalbulletin.com/Article/3913519/Lithium/BATTERY-RAW-MATERIALS-MARKET-REPORT-1001-Cobalt-prices-track-higher-on-strong-buying.html,"Shanghai, Beijing, London",2020-01-10,17:45,2020-10-01 17:45:00
4,Lithium,GLOBAL LITHIUM WRAP,"Seaborne Asian hydroxide price falls; European, US prices tumble but 'close to bottom'",https://metalbulletin.com/Article/3913090/Lithium/GLOBAL-LITHIUM-WRAP-Seaborne-Asian-hydroxide-price-falls-European-US-prices-tumble-but-close-to.html,"London, Beijing",2020-01-10,12:15,2020-10-01 12:15:00
5,Lithium,Nemaska bankruptcy protection filing threatens to stall investments in lithium projects,Nemaska bankruptcy protection filing threatens to stall investments in lithium projects,https://metalbulletin.com/Article/3913031/Lithium/Nemaska-bankruptcy-protection-filing-threatens-to-stall-investments-in-lithium-projects.html,London,2020-01-09,21:20,2020-09-01 21:20:00
6,Lithium,"Livent 'reviews expansion plans' on falling lithium prices, lowers revenue guidance","Livent 'reviews expansion plans' on falling lithium prices, lowers revenue guidance",https://metalbulletin.com/Article/3912697/Lithium/Livent-reviews-expansion-plans-on-falling-lithium-prices-lowers-revenue-guidance.html,Beijing,2020-01-08,13:36,2020-08-01 13:36:00
7,Lithium,BATTERY RAW MATERIALS MARKET REPORT 03/01,China cobalt market buoyed by pre-Lunar New Year restocking,https://metalbulletin.com/Article/3912133/Lithium/BATTERY-RAW-MATERIALS-MARKET-REPORT-0301-China-cobalt-market-buoyed-by-pre-Lunar-New-Year-restocking.html,"Shanghai, Beijing, London",2020-01-03,16:19,2020-03-01 16:19:00
8,Lithium,SQM faces fresh legal setback in Atacama lithium expansion,SQM faces fresh legal setback in Atacama lithium expansion,https://metalbulletin.com/Article/3912163/Lithium/SQM-faces-fresh-legal-setback-in-Atacama-lithium-expansion.html,London,2020-01-03,15:25,2020-03-01 15:25:00
9,Lithium,GLOBAL LITHIUM WRAP,Battery-grade lithium markets have a quiet start to 2020,https://metalbulletin.com/Article/3911945/Lithium/GLOBAL-LITHIUM-WRAP-Battery-grade-lithium-markets-have-a-quiet-start-to-2020.html,"London, Beijing",2020-01-03,11:44,2020-03-01 11:44:00
10,Lithium,Trade log January 2020,Lithium,https://metalbulletin.com/Article/3911753/Lithium/Trade-log-January-2020-Lithium.html,Beijing,2020-01-02,16:00,2020-02-01 16:00:00
11,Lithium,BATTERY RAW MATERIALS MARKET REPORT 27/12,Cobalt sulfate producers raise offers amid demand uptick,https://metalbulletin.com/Article/3910974/Lithium/BATTERY-RAW-MATERIALS-MARKET-REPORT-2712-Cobalt-sulfate-producers-raise-offers-amid-demand-uptick.html,Shanghai,2019-12-27,15:48,2019-12-27 15:48:00
12,Lithium,Trade log December 2019,Lithium,https://metalbulletin.com/Article/3907741/Lithium/Trade-log-December-2019-Lithium.html,Beijing,2019-12-26,09:43,2019-12-26 09:43:00
13,Lithium,BATTERY RAW MATERIALS MARKET REPORT 20/12,Lithium sellers cut offers to boost year-end sales,https://metalbulletin.com/Article/3910547/Lithium/BATTERY-RAW-MATERIALS-MARKET-REPORT-2012-Lithium-sellers-cut-offers-to-boost-year-end-sales.html,"Beijing, Shanghai, London",2019-12-20,17:24,2019-12-20 17:24:00
14,Lithium,"Auto OEMs looking for more price visibility in lithium, Albemarle says","Auto OEMs looking for more price visibility in lithium, Albemarle says",https://metalbulletin.com/Article/3909877/Lithium/Auto-OEMs-looking-for-more-price-visibility-in-lithium-Albemarle-says.html,London,2019-12-18,15:25,2019-12-18 15:25:00
15,Lithium,BATTERY RAW MATERIALS MARKET REPORT 13/12,Cobalt prices slide despite increase in consumer bookings,https://metalbulletin.com/Article/3909270/Lithium/BATTERY-RAW-MATERIALS-MARKET-REPORT-1312-Cobalt-prices-slide-despite-increase-in-consumer-bookings.html,"Beijing, Shanghai, London",2019-12-13,16:47,2019-12-13 16:47:00
16,Lithium,GLOBAL LITHIUM WRAP,Year-end destocking keeps China’s carbonate price weak,https://metalbulletin.com/Article/3909043/Lithium/GLOBAL-LITHIUM-WRAP-Year-end-destocking-keeps-Chinas-carbonate-price-weak.html,"London, Beijing",2019-12-13,12:32,2019-12-13 12:32:00
17,Lithium,"China’s NEV output, sales in fifth consecutive annual decline in November","China’s NEV output, sales in fifth consecutive annual decline in November",https://metalbulletin.com/Article/3908841/Lithium/Chinas-NEV-output-sales-in-fifth-consecutive-annual-decline-in-November.html,Not Available,2019-12-12,12:49,2019-12-12 12:49:00
18,Lithium,Ganfeng Lithium signs supply agreement with BMW,Ganfeng Lithium signs supply agreement with BMW,https://metalbulletin.com/Article/3908838/Lithium/Ganfeng-Lithium-signs-supply-agreement-with-BMW.html,Beijing,2019-12-12,11:41,2019-12-12 11:41:00
19,Lithium,European Commission approves major lithium-ion subsidy scheme,European Commission approves major lithium-ion subsidy scheme,https://metalbulletin.com/Article/3908568/Lithium/European-Commission-approves-major-lithium-ion-subsidy-scheme.html,London,2019-12-10,17:34,2019-10-12 17:34:00
20,Lithium,BATTERY RAW MATERIALS MARKET REPORT 06/12,Cobalt payables stabilize amid increased inquiries; lithium sellers offload,https://metalbulletin.com/Article/3908028/Lithium/BATTERY-RAW-MATERIALS-MARKET-REPORT-0612-Cobalt-payables-stabilize-amid-increased-inquiries-lithium.html,"Shanghai, Beijing, London",2019-12-06,16:44,2019-06-12 16:44:00
0,Rubber,Rubber prices remain bullish for a long time,Rubber prices remain bullish for a long time,https://globalrubbermarkets.com/193147/rubber-prices-remain-bullish-for-a-long-time-2.html,Not Available,2020-01-16,05:32,2020-01-16 05:32:00
1,Rubber,Rubber prices remain bullish for a long time,Rubber prices remain bullish for a long time,https://globalrubbermarkets.com/193140/rubber-prices-remain-bullish-for-a-long-time.html,Not Available,2020-01-16,05:29,2020-01-16 05:29:00
2,Rubber,Low rubber buyback,Low rubber buyback,https://globalrubbermarkets.com/193138/low-rubber-buyback.html,Not Available,2020-01-16,05:28,2020-01-16 05:28:00
3,Rubber,Southeast Asia rubber fungus has auto industry bracing for shortage,Southeast Asia rubber fungus has auto industry bracing for shortage,https://globalrubbermarkets.com/193130/southeast-asia-rubber-fungus-has-auto-industry-bracing-for-shortage.html,Not Available,2020-01-16,05:11,2020-01-16 05:11:00
4,Rubber,Malaysia, Rubber output rose 1.6% in November 2019,https://globalrubbermarkets.com/193127/malaysia-rubber-output-rose-1-6-in-november-2019.html,Not Available,2020-01-16,05:09,2020-01-16 05:09:00
5,Rubber,India Rubber," Settles higher on ICEX on gains in spot, TOCOM",https://globalrubbermarkets.com/193119/india-rubber-settles-higher-on-icex-on-gains-in-spot-tocom-2.html,Not Available,2020-01-16,05:07,2020-01-16 05:07:00
6,Rubber,Tokyo rubber down,Tokyo rubber down,https://globalrubbermarkets.com/193116/tokyo-rubber-down-2.html,Not Available,2020-01-16,05:01,2020-01-16 05:01:00
7,Rubber,India, Spot rubber remains bullish,https://globalrubbermarkets.com/193115/india-spot-rubber-remains-bullish.html,Not Available,2020-01-16,05:01,2020-01-16 05:01:00
8,Rubber,Global rubber demand is expected to grow by 2.6% in 2020,Global rubber demand is expected to grow by 2.6% in 2020,https://globalrubbermarkets.com/192215/global-rubber-demand-is-expected-to-grow-by-2-6-in-2020.html,Not Available,2020-01-10,05:27,2020-10-01 05:27:00
9,Rubber,Crude oil prices in the Middle East cause rubber futures prices to rise slightly,Crude oil prices in the Middle East cause rubber futures prices to rise slightly,https://globalrubbermarkets.com/192213/crude-oil-prices-in-the-middle-east-cause-rubber-futures-prices-to-rise-slightly.html,Not Available,2020-01-10,05:27,2020-10-01 05:27:00
10,Rubber,Rubber maintains strong shock,Rubber maintains strong shock,https://globalrubbermarkets.com/192211/rubber-maintains-strong-shock.html,Not Available,2020-01-10,05:26,2020-10-01 05:26:00
11,Rubber,Natural rubber shock upward,Natural rubber shock upward,https://globalrubbermarkets.com/192207/natural-rubber-shock-upward.html,Not Available,2020-01-10,05:25,2020-10-01 05:25:00
12,Rubber,The rubber pullback encounters support and can be dominated by dips,The rubber pullback encounters support and can be dominated by dips,https://globalrubbermarkets.com/192205/the-rubber-pullback-encounters-support-and-can-be-dominated-by-dips.html,Not Available,2020-01-10,05:25,2020-10-01 05:25:00
13,Rubber,Global rubber demand to recover in 2020,Global rubber demand to recover in 2020,https://globalrubbermarkets.com/191740/global-rubber-demand-to-recover-in-2020.html,Not Available,2020-01-08,05:22,2020-08-01 05:22:00
14,Rubber,"Cambodia exports more than 230,000 tons of rubber in November","Cambodia exports more than 230,000 tons of rubber in November",https://globalrubbermarkets.com/191736/cambodia-exports-more-than-230000-tons-of-rubber-in-november.html,Not Available,2020-01-08,05:20,2020-08-01 05:20:00
15,Rubber,Hujiao rhythm pattern has good support and solid foundation,Hujiao rhythm pattern has good support and solid foundation,https://globalrubbermarkets.com/191734/hujiao-rhythm-pattern-has-good-support-and-solid-foundation.html,Not Available,2020-01-08,05:19,2020-08-01 05:19:00
16,Rubber,India Rubber,"Up on ICEX tracking spot markets, gains on TOCOM",https://globalrubbermarkets.com/191732/india-rubber-up-on-icex-tracking-spot-markets-gains-on-tocom-2.html,Not Available,2020-01-08,05:15,2020-08-01 05:15:00
17,Rubber,Spot rubber continued to remain neutral despite firm closing in domestic futures,Spot rubber continued to remain neutral despite firm closing in domestic futures,https://globalrubbermarkets.com/191551/spot-rubber-continued-to-remain-neutral-despite-firm-closing-in-domestic-futures.html,Not Available,2020-01-07,11:15,2020-07-01 11:15:00
